bootcampJ2+23	6.394005021861505611e+01	2.398927089614743480e+01
bootcampJ12+17	3.008730055655989872e+02	1.700001264253702971e+01
bootcampJ5-28	1.286395244585858109e+02	-2.895575747380862097e+01
bootcampJ7-49	1.725737426190134443e+02	-4.974114023821799435e+01
bootcampJ4+1	1.115293329417817034e+02	1.559732403382263044e+00
bootcampJ6-22	1.511639807902666917e+02	-2.223428798437388565e+01
bootcampJ2-30	5.218756252985453159e+01	-3.055499806606058755e+01
bootcampJ7-21	1.837986576397623821e+02	-2.104752338401452505e+01
bootcampJ6+63	1.659448842539717077e+02	6.350281618802935668e+01
bootcampJ0-21	1.206075172165486364e+01	-2.147964107786188137e+01
bootcampJ7+1	1.710279996288871018e+02	1.052680618255720901e+00
bootcampJ12-37	2.985265169363449331e+02	-3.760750341884280346e+01
bootcampJ2+41	7.029674845317792631e+01	4.155070944910080755e+01
bootcampJ11-8	2.664229336716604166e+02	-8.660764909365447295e+00
bootcampJ13-22	3.190221278174035433e+02	-2.205657874761682891e+01
bootcampJ8+3	2.105380010595719114e+02	3.760020150274058892e+00
bootcampJ11+32	2.656100725848016282e+02	3.277857656795774233e+01
bootcampJ14-23	3.475999166014473190e+02	-2.353703421520928529e+01
bootcampJ3-45	8.834644423534207647e+01	-4.532368932634180680e+01
bootcampJ1-50	4.246314602596218890e+01	-5.074941356949464932e+01
bootcampJ1-8	2.639704392906161701e+01	-8.734429069231731901e+00
bootcampJ12-21	3.036161857876620616e+02	-2.168158066507416493e+01
bootcampJ8-11	2.123404881368048791e+02	-1.144101126252957634e+01
bootcampJ13+9	3.123712588124110994e+02	9.874496544827897182e+00
bootcampJ13+4	3.296049408162892860e+02	4.523172639490219638e+00
bootcampJ6+30	1.493973585266332975e+02	3.012528032802693190e+01
bootcampJ5-11	1.270103677020877484e+02	-1.125480717232900041e+01
bootcampJ6-70	1.670051015203951579e+02	-7.089696771347190918e+01
bootcampJ12+44	3.077917705918148386e+02	4.448145699636052086e+01
bootcampJ4-78	1.064518153521385813e+02	-7.835679556929407852e+01
