sl_0	4.459397479951752530e+01	9.663365627594709295e+00
sl_1	3.242694251183670531e+02	5.886360506455039854e+01
sl_2	1.285663915715980465e+02	3.347581455141295237e+01
sl_3	1.805925315018283470e+02	5.854610184832271358e+01
sl_4	1.125530609296770450e+02	1.020404852739267287e+00
sl_5	1.538694561026148619e+02	3.479508982022096575e+01
sl_6	7.841920279283323225e+01	4.843061469151484033e+01
sl_7	1.830638256454901125e+02	2.289657680558438102e+01
sl_8	1.718082310284655136e+02	-3.111115880782768528e+01
sl_9	1.139461345761586664e+01	4.475373436906224356e+01
sl_10	1.757385422667126420e+02	2.774472180900043838e+01
sl_11	2.993322492684366125e+02	5.780812180769350306e+01
sl_12	6.791470645400032424e+01	-4.028613808755040537e+01
sl_13	2.946921075355688231e+02	3.796115764615070276e+01
sl_14	2.899593751470071652e+02	6.123717497077939953e+01
sl_15	2.188764603998588143e+02	5.360159487254203725e+01
sl_16	2.658470024616319165e+02	-4.068988294404892514e+00
sl_17	3.484367601808468180e+02	2.686578434928595982e+01
sl_18	9.225699058538616271e+01	7.181888420236651882e+01
sl_19	4.187532081427185915e+01	8.073064178638301769e+01
sl_20	4.091076341378967385e+01	4.139781167678512475e+01
sl_21	3.195365941198357973e+02	2.928771726531089570e+01
sl_22	2.126707727643555756e+02	1.698965607356759477e+01
sl_23	3.051850721342905786e+02	3.240736175604154568e+01
sl_24	3.963201416691790655e+02	4.525624693074988159e+01
sl_25	1.668004409237578045e+02	-4.258243826152821043e-01
sl_26	1.402898931948390953e+02	2.459895476709488804e+01
sl_27	1.649485615114843142e+02	7.331233950384985576e+01
sl_28	2.981854329079214949e+02	-3.993193677241910677e+01
sl_29	1.232869709233402631e+02	9.635810979409302490e+01
sl_30	2.100800451569284917e+02	-3.669854361001936383e+01
sl_31	3.024337134198345325e+02	-7.116567342674520624e+00
sl_32	4.395690549196970665e+02	-3.566137535824601912e+00
sl_33	2.471155531419967701e+02	7.247300645063634761e+01
sl_34	2.759355728691758713e+02	1.534569935894901249e+01
sl_35	1.674300930887544041e+02	-1.978021317255019440e+01
sl_36	9.345984091038063468e+01	-1.229106013005443643e+01
sl_37	1.460115953778026778e+02	2.505175481499802004e+01
sl_38	1.506920923262297833e+02	5.690141242429114499e+01
sl_39	8.077034326479542869e+01	8.848561782520590668e+00
sl_40	1.004318366683129398e+02	4.409706545359809837e+01
sl_41	2.096478876535716438e+02	2.260749900801858914e+01
sl_42	3.371611764245083123e+02	2.327185482570330421e+00
sl_43	2.219500709786455559e+02	8.864198380776436181e+01
sl_44	1.610398051972956353e+02	3.030060484400197396e+01
sl_45	2.114626648759862348e+02	-6.531500271040691530e+01
sl_46	2.356133295728154167e+02	3.557633873471766606e+01
sl_47	2.107044568687952335e+02	5.613553536389992615e+01
sl_48	1.765586617899586201e+02	-4.529402288752139327e+01
sl_49	8.882978928894699777e+01	-5.116388174372208653e+01
sl_50	2.594043385276079903e+02	5.434542922744329019e+01
sl_51	2.420098259420545332e+02	3.944080680285749452e+01
sl_52	1.854980098212841995e+02	1.692379395546391052e+00
sl_53	2.673065262555483059e+02	-7.464438002275011286e+01
sl_54	1.425066378354246979e+02	6.811646602677845408e+01
sl_55	1.089896469758788839e+02	6.552321403843126291e+01
sl_56	2.529976846589970307e+02	3.708113437341717145e+01
sl_57	3.070658446630215721e+01	-3.650515230945177336e+01
sl_58	4.525470852460505000e+01	4.952172569996625384e+01
sl_59	1.641020912133077161e+02	-8.454040142745940045e+01
sl_60	1.982308688224612183e+02	7.383085942922613754e+01
sl_61	1.923617800749578421e+01	4.355701908055243621e+01
sl_62	2.032187102229760569e+02	-1.384981697193016714e+01
