sl_0	5.045665279428285999e+01	2.818072045242798040e+01
sl_1	3.207568064340982801e+02	-8.889626885604346995e+00
sl_2	1.282552096552648209e+02	-3.102472492573352625e+01
sl_3	1.696730019502939797e+02	-4.244086268264881312e+01
sl_4	1.109114321884467387e+02	1.706682334586924199e+00
sl_5	1.365849190712248173e+02	-1.364328265448928335e+01
sl_6	4.379656021858523474e+01	-2.891310176692534384e+01
sl_7	1.830180055418854010e+02	-1.916962480668715330e+01
sl_8	1.541147570602734334e+02	4.280998356623118895e+01
sl_9	1.588217546259184054e+01	-1.339761666265705031e+01
sl_10	1.594130826517750563e+02	1.199248394469487344e+01
sl_11	3.043228282942440615e+02	-3.443167795705329581e+01
sl_12	7.029122104160919093e+01	4.067293200243315709e+01
sl_13	2.681968151423132554e+02	-2.707491841218798712e+01
sl_14	2.895962126180137943e+02	-1.445459031106124570e+01
sl_15	2.193834246257825384e+02	-1.867633849638961152e+01
sl_16	2.658789570531280901e+02	1.509916343638927927e+01
sl_17	3.471504082349248961e+02	-2.397635919842760188e+01
sl_18	9.097790844610554473e+01	-5.664964177783058830e+01
sl_19	5.313592562261155905e+01	-5.669288655008554656e+01
sl_20	3.145242455928760350e+01	-1.350060181133752657e+01
sl_21	3.141551762316493068e+02	-1.077895451592194043e+01
sl_22	2.104581103111447931e+02	-1.319601951002381313e+01
sl_23	2.953391005351982130e+02	7.607706613389572325e+00
sl_24	2.909991668490144434e+02	1.416459528402151236e+01
sl_25	1.464732784679126780e+02	2.789624718948892479e+01
sl_26	1.232520363344605130e+02	-1.143201917002607892e+01
sl_27	1.664751600352608989e+02	-7.006589923315509338e+01
sl_28	3.105690581468115852e+02	4.358679264968382938e+01
sl_29	1.057263087266443620e+02	-7.093044295700619273e+01
sl_30	1.742967083731734306e+02	8.269721493257783607e+01
sl_31	2.965216378011353413e+02	1.450812794979417575e+01
sl_32	3.607865962642242721e+02	1.001198245003777600e+02
sl_33	2.290617258971346928e+02	-2.861290975059380770e+01
sl_34	2.606885436881701708e+02	1.060109768213476578e+01
sl_35	1.681983301173810617e+02	2.298172527890478989e+01
sl_36	9.364922323314019081e+01	1.609538371216771679e+01
sl_37	1.244542405188005461e+02	4.001186896888892619e+00
sl_38	1.571116984372603724e+02	-4.505379874240688309e+01
sl_39	7.191372448935602790e+01	5.149827412654043535e+00
sl_40	5.786761270213727215e+01	-6.835773230117816013e+00
sl_41	2.077027610989625259e+02	-1.986990401875745604e+01
sl_42	3.375336591070108057e+02	4.747203626683320632e-01
sl_43	2.203779846620477372e+02	-8.562319045935453232e+01
sl_44	1.545649925959396569e+02	-1.293094500776648204e+01
sl_45	2.101257790545666921e+02	6.862575600356160521e+01
sl_46	2.210298628694145862e+02	-2.924067584512722107e+01
sl_47	2.376419505673120227e+02	-3.924290591387705973e+00
sl_48	1.712301812488571500e+02	7.301300670123103487e+01
sl_49	9.693480866566062559e+01	6.376483329477218120e+01
sl_50	2.681814031991229967e+02	-3.934366409724975000e+01
sl_51	2.390246682887059251e+02	-3.674134459756680826e+01
sl_52	1.907938021973304217e+02	2.202293973514174752e+01
sl_53	8.031149212969279461e+01	-1.910294809352922130e+01
sl_54	2.503415384990796326e+02	5.651766170619961827e+01
sl_55	2.423513925769145771e+02	-8.345364507499533602e+01
sl_56	1.032587813540499440e+02	4.890477643651414041e+01
sl_57	1.153994288118947651e+02	-8.573367896817916289e+01
sl_58	3.424552689768324285e+02	-3.436291720472566169e+01
sl_59	1.471549775098611121e+02	3.995471238823958515e+01
sl_60	1.823985198054767523e+02	1.211842318635750360e+01
sl_61	2.197523788980211918e+02	-2.855087838125885469e+01
sl_62	2.722751610064715351e+02	5.831868019232683764e+01
